Date;CEUG.DE;DE000A2T0VU;NASD.L;VUAA.L;VUSA.L;XDEF.DE
2024-02-01;315,95001220703125;;72,19000244140625;95,68000030517578;74,62902069091797;
2024-03-01;327,75;;73,55000305175781;99,02999877929688;77,00965118408203;
2024-04-01;324,95001220703125;;71,12999725341797;95,94000244140625;75,52637481689453;
2024-05-01;337,3500061035156;;73,73999786376953;98,47000122070312;76,26021575927734;
2024-06-01;334,6499938964844;;80,06500244140625;104,05999755859375;80,99701690673828;
2024-07-01;339,25;;78,04499816894531;104,72000122070312;80,392578125;
2024-08-01;345,6000061035156;;78,2699966430664;106,0199966430664;79,6421127319336;
2024-09-01;345,3500061035156;;80,77999877929688;108,81999969482422;79,7922134399414;
2024-10-01;332,3999938964844;;80,62999725341797;108,72000122070312;83,36492919921875;
2024-11-01;336,54998779296875;;84,625;114,68000030517578;89,02735900878906;
2024-12-01;334,6000061035156;;86,13500213623047;112,81999969482422;88,46236419677734;
2025-01-01;355,75;;88,18000030517578;116,27999877929688;92,2088394165039;
2025-02-01;367,3999938964844;;83,4000015258789;112,04000091552734;87,78307342529297;
2025-03-01;350,20001220703125;;76,94000244140625;105,86000061035156;80,5296630859375;
2025-04-01;349,6499938964844;;78,2249984741211;105,12000274658203;77,7333755493164;
2025-05-01;365,95001220703125;;86,38999938964844;112,5199966430664;82,37584686279297;
2025-06-01;360,8999938964844;;91,7699966430664;118,31999969482422;84,89930725097656;
2025-07-01;363,45001220703125;;94,87999725341797;122,23999786376953;91,05277252197266;
2025-08-01;367,1000061035156;;94,94999694824219;123,63999938964844;90,2068099975586;28,405000686645508
2025-09-01;372,75;;99,6449966430664;127,44000244140625;93,2821273803711;31,079999923706055
2025-10-01;383,25;;105,0199966430664;131,22000122070312;98,50198364257812;29,899999618530273
2025-11-01;387,0;;102,83999633789062;131,27999877929688;97,74126434326172;27,684999465942383
2025-12-01;398,25;;103,25;132,4199981689453;96,80345916748047;28,885000228881836
2026-01-01;410,54998779296875;;104,22000122070312;133,32000732421875;95,86000061035156;32,06999969482422
2026-02-01;414,45001220703125;;101,30000305175781;132,66000366210938;96,1050033569336;31,575000762939453
